CÓDIGO REGIÓN;CÓDIGO COMUNA;NOMBRE REGIÓN;NOMBRE PROVINCIA;NOMBRE COMUNA;URBANO;TIPO;CATEGORIA;TOTAL POBLACIÓN;TOTAL HOMBRES;TOTALES MUJERES;TOTAL VIVIENDAS;CIUDAD;TIPO DATO;CONTEO
1;1101;DE TARAPACÁ;IQUIQUE;IQUIQUE;IQUIQUE;CAPITAL REGIONAL;CIUDAD;188003;92813;95190;65264;IQUIQUE;ORIGEN;1
1;1107;DE TARAPACÁ;IQUIQUE;ALTO HOSPICIO;ALTO HOSPICIO;CAPITAL COMUNAL;CIUDAD;105065;51602;53463;32824;ALTO HOSPICIO;ORIGEN;1
1;1401;DE TARAPACÁ;TAMARUGAL;POZO ALMONTE;POZO ALMONTE;CAPITAL PROVINCIAL;CIUDAD;9277;4632;4645;3326;POZO ALMONTE;ORIGEN;1
1;1404;DE TARAPACÁ;TAMARUGAL;HUARA;HUARA;CAPITAL COMUNAL;PUEBLO;1082;589;493;525;HUARA;ORIGEN;1
1;1405;DE TARAPACÁ;TAMARUGAL;PICA;PICA;CAPITAL COMUNAL;PUEBLO;3876;1909;1967;2044;PICA;ORIGEN;1
2;2101;DE ANTOFAGASTA;ANTOFAGASTA;ANTOFAGASTA;ANTOFAGASTA;CAPITAL REGIONAL;CIUDAD;348517;171381;177136;110563;ANTOFAGASTA;ORIGEN;1
2;2101;DE ANTOFAGASTA;ANTOFAGASTA;ANTOFAGASTA;CERRO MORENO;URBANO;PUEBLO;1466;884;582;330;CERRO MORENO;ORIGEN;1
2;2102;DE ANTOFAGASTA;ANTOFAGASTA;MEJILLONES;MEJILLONES;CAPITAL COMUNAL;CIUDAD;12784;7561;5223;3609;MEJILLONES;ORIGEN;1
2;2104;DE ANTOFAGASTA;ANTOFAGASTA;TALTAL;TALTAL;CAPITAL COMUNAL;CIUDAD;10933;5592;5341;3842;TALTAL;ORIGEN;1
2;2201;DE ANTOFAGASTA;EL LOA;CALAMA;CALAMA;CAPITAL PROVINCIAL;CIUDAD;157575;79804;77771;52846;CALAMA;ORIGEN;1
2;2203;DE ANTOFAGASTA;EL LOA;SAN PEDRO DE ATACAMA;SAN PEDRO DE ATACAMA;CAPITAL COMUNAL;CIUDAD;5347;2593;2754;1954;SAN PEDRO DE ATACAMA;ORIGEN;1
2;2301;DE ANTOFAGASTA;TOCOPILLA;TOCOPILLA;TOCOPILLA;CAPITAL PROVINCIAL;CIUDAD;24521;12036;12485;9129;TOCOPILLA;ORIGEN;1
2;2302;DE ANTOFAGASTA;TOCOPILLA;MARÍA ELENA;MARÍA ELENA;CAPITAL COMUNAL;PUEBLO;4902;2760;2142;1787;MARÍA ELENA;ORIGEN;1
3;3101;DE ATACAMA;COPIAPÓ;COPIAPÓ;COPIAPÓ;CAPITAL REGIONAL;CIUDAD;150804;74866;75938;53625;COPIAPÓ;ORIGEN;1
3;3102;DE ATACAMA;COPIAPÓ;CALDERA;CALDERA;CAPITAL COMUNAL;CIUDAD;15547;7860;7687;7265;CALDERA;ORIGEN;1
3;3103;DE ATACAMA;COPIAPÓ;TIERRA AMARILLA;TIERRA AMARILLA;CAPITAL COMUNAL;CIUDAD;9857;5015;4842;3230;TIERRA AMARILLA;ORIGEN;1
3;3201;DE ATACAMA;CHAÑARAL;CHAÑARAL;CHAÑARAL;CAPITAL PROVINCIAL;CIUDAD;11073;5641;5432;4250;CHAÑARAL;ORIGEN;1
3;3202;DE ATACAMA;CHAÑARAL;DIEGO DE ALMAGRO;EL SALVADOR;URBANO;CIUDAD;6032;3321;2711;3014;EL SALVADOR;ORIGEN;1
3;3202;DE ATACAMA;CHAÑARAL;DIEGO DE ALMAGRO;DIEGO DE ALMAGRO;CAPITAL COMUNAL;CIUDAD;7223;3776;3447;3202;DIEGO DE ALMAGRO;ORIGEN;1
3;3301;DE ATACAMA;HUASCO;VALLENAR;VALLENAR;CAPITAL PROVINCIAL;CIUDAD;45298;21933;23365;15901;VALLENAR;ORIGEN;1
3;3303;DE ATACAMA;HUASCO;FREIRINA;FREIRINA;CAPITAL COMUNAL;PUEBLO;3504;1653;1851;1305;FREIRINA;ORIGEN;1
3;3303;DE ATACAMA;HUASCO;FREIRINA;VICUÑA MACKENNA;URBANO;PUEBLO;1037;499;538;452;VICUÑA MACKENNA;ORIGEN;1
3;3304;DE ATACAMA;HUASCO;HUASCO;HUASCO;CAPITAL COMUNAL;CIUDAD;7071;3618;3453;3025;HUASCO;ORIGEN;1
3;3304;DE ATACAMA;HUASCO;HUASCO;HUASCO BAJO;URBANO;PUEBLO;1589;764;825;641;HUASCO BAJO;ORIGEN;1
4;4101;DE COQUIMBO;ELQUI;LA SERENA;LA SERENA;CAPITAL REGIONAL;CIUDAD;195382;92063;103319;76998;LA SERENA;ORIGEN;1
4;4101;DE COQUIMBO;ELQUI;LA SERENA;CALETA SAN PEDRO;URBANO;PUEBLO;2114;1035;1079;777;CALETA SAN PEDRO;ORIGEN;1
4;4101;DE COQUIMBO;ELQUI;LA SERENA;ALTOVALSOL;URBANO;PUEBLO;1292;645;647;418;ALTOVALSOL;ORIGEN;1
4;4101;DE COQUIMBO;ELQUI;LA SERENA;ALGARROBITO;URBANO;PUEBLO;1056;513;543;360;ALGARROBITO;ORIGEN;1
4;4102;DE COQUIMBO;ELQUI;COQUIMBO;GUANAQUEROS;URBANO;PUEBLO;1762;921;841;1892;GUANAQUEROS;ORIGEN;1
4;4102;DE COQUIMBO;ELQUI;COQUIMBO;TONGOY;URBANO;CIUDAD;5552;2909;2643;2600;TONGOY;ORIGEN;1
4;4102;DE COQUIMBO;ELQUI;COQUIMBO;COQUIMBO;CAPITAL PROVINCIAL;CIUDAD;204068;97714;106354;76337;COQUIMBO;ORIGEN;1
4;4102;DE COQUIMBO;ELQUI;COQUIMBO;EL PEÑÓN;URBANO;PUEBLO;1476;769;707;669;EL PEÑÓN;ORIGEN;1
4;4103;DE COQUIMBO;ELQUI;ANDACOLLO;ANDACOLLO;CAPITAL COMUNAL;CIUDAD;9989;4967;5022;3801;ANDACOLLO;ORIGEN;1
4;4104;DE COQUIMBO;ELQUI;LA HIGUERA;LA HIGUERA;CAPITAL COMUNAL;PUEBLO;1251;607;644;537;LA HIGUERA;ORIGEN;1
4;4106;DE COQUIMBO;ELQUI;VICUÑA;VICUÑA;CAPITAL COMUNAL;CIUDAD;15872;7636;8236;5836;VICUÑA;ORIGEN;1
4;4106;DE COQUIMBO;ELQUI;VICUÑA;NUEVA TALCUNA;URBANO;PUEBLO;1113;545;568;363;NUEVA TALCUNA;ORIGEN;1
4;4201;DE COQUIMBO;CHOAPA;ILLAPEL;ILLAPEL;CAPITAL PROVINCIAL;CIUDAD;20751;9610;11141;7750;ILLAPEL;ORIGEN;1
4;4202;DE COQUIMBO;CHOAPA;CANELA;CANELA BAJA;CAPITAL COMUNAL;PUEBLO;1918;933;985;988;CANELA BAJA;ORIGEN;1
4;4203;DE COQUIMBO;CHOAPA;LOS VILOS;QUILIMARÍ ALTO;URBANO;PUEBLO;1612;846;766;1709;QUILIMARÍ ALTO;ORIGEN;1
4;4203;DE COQUIMBO;CHOAPA;LOS VILOS;PICHIDANGUI;URBANO;PUEBLO;1380;705;675;1974;PICHIDANGUI;ORIGEN;1
4;4203;DE COQUIMBO;CHOAPA;LOS VILOS;LOS VILOS;CAPITAL COMUNAL;CIUDAD;13816;6971;6845;6792;LOS VILOS;ORIGEN;1
4;4204;DE COQUIMBO;CHOAPA;SALAMANCA;SALAMANCA;CAPITAL COMUNAL;CIUDAD;13520;6754;6766;4750;SALAMANCA;ORIGEN;1
4;4204;DE COQUIMBO;CHOAPA;SALAMANCA;CHILLEPÍN;URBANO;PUEBLO;1696;1016;680;678;CHILLEPÍN;ORIGEN;1
4;4204;DE COQUIMBO;CHOAPA;SALAMANCA;EL TAMBO;URBANO;PUEBLO;1335;693;642;497;EL TAMBO;ORIGEN;2
4;4301;DE COQUIMBO;LIMARÍ;OVALLE;GUAMALATA;URBANO;PUEBLO;1683;786;897;594;GUAMALATA;ORIGEN;1
4;4301;DE COQUIMBO;LIMARÍ;OVALLE;OVALLE;CAPITAL PROVINCIAL;CIUDAD;75864;35548;40316;26819;OVALLE;ORIGEN;1
4;4301;DE COQUIMBO;LIMARÍ;OVALLE;SOTAQUÍ;URBANO;PUEBLO;3768;1797;1971;1316;SOTAQUÍ;ORIGEN;1
4;4301;DE COQUIMBO;LIMARÍ;OVALLE;LA CHIMBA;URBANO;PUEBLO;3944;1884;2060;1509;LA CHIMBA;ORIGEN;1
4;4301;DE COQUIMBO;LIMARÍ;OVALLE;LIMARÍ;URBANO;PUEBLO;1123;548;575;333;LIMARÍ;ORIGEN;1
4;4302;DE COQUIMBO;LIMARÍ;COMBARBALÁ;COMBARBALÁ;CAPITAL COMUNAL;CIUDAD;5915;2805;3110;2604;COMBARBALÁ;ORIGEN;1
4;4303;DE COQUIMBO;LIMARÍ;MONTE PATRIA;MONTE PATRIA;CAPITAL COMUNAL;CIUDAD;6533;3216;3317;2407;MONTE PATRIA;ORIGEN;1
4;4303;DE COQUIMBO;LIMARÍ;MONTE PATRIA;EL PALQUI;URBANO;CIUDAD;6175;2963;3212;2094;EL PALQUI;ORIGEN;1
4;4303;DE COQUIMBO;LIMARÍ;MONTE PATRIA;CHAÑARAL ALTO;URBANO;PUEBLO;2566;1261;1305;987;CHAÑARAL ALTO;ORIGEN;1
4;4304;DE COQUIMBO;LIMARÍ;PUNITAQUI;PUNITAQUI;CAPITAL COMUNAL;CIUDAD;5700;2695;3005;2366;PUNITAQUI;ORIGEN;1
5;5101;DE VALPARAÍSO;VALPARAÍSO;VALPARAÍSO;LAGUNA VERDE;URBANO;PUEBLO;3686;1905;1781;4964;LAGUNA VERDE;ORIGEN;1
5;5101;DE VALPARAÍSO;VALPARAÍSO;VALPARAÍSO;VALPARAÍSO;CAPITAL REGIONAL;CIUDAD;251177;122482;128695;97191;VALPARAÍSO;ORIGEN;1
5;5101;DE VALPARAÍSO;VALPARAÍSO;VALPARAÍSO;PLACILLA DE PEÑUELAS;URBANO;CIUDAD;39344;18912;20432;13640;PLACILLA DE PEÑUELAS;ORIGEN;1
5;5102;DE VALPARAÍSO;VALPARAÍSO;CASABLANCA;CASABLANCA;CAPITAL COMUNAL;CIUDAD;17948;8676;9272;6232;CASABLANCA;ORIGEN;1
5;5103;DE VALPARAÍSO;VALPARAÍSO;CONCÓN;CONCÓN;CAPITAL COMUNAL;CIUDAD;39345;18784;20561;19199;CONCÓN;ORIGEN;1
5;5105;DE VALPARAÍSO;VALPARAÍSO;PUCHUNCAVÍ;MAITENCILLO;URBANO;PUEBLO;2228;1167;1061;3939;MAITENCILLO;ORIGEN;1
5;5105;DE VALPARAÍSO;VALPARAÍSO;PUCHUNCAVÍ;PUCHUNCAVÍ;CAPITAL COMUNAL;CIUDAD;5271;2572;2699;2031;PUCHUNCAVÍ;ORIGEN;1
5;5105;DE VALPARAÍSO;VALPARAÍSO;PUCHUNCAVÍ;LAS VENTANAS;URBANO;CIUDAD;8314;4202;4112;9541;LAS VENTANAS;ORIGEN;1
5;5107;DE VALPARAÍSO;VALPARAÍSO;QUINTERO;QUINTERO;CAPITAL COMUNAL;CIUDAD;26247;12840;13407;14768;QUINTERO;ORIGEN;1
5;5109;DE VALPARAÍSO;VALPARAÍSO;VIÑA DEL MAR;VIÑA DEL MAR;CAPITAL COMUNAL;CIUDAD;332875;157967;174908;146717;VIÑA DEL MAR;ORIGEN;1
5;5201;DE VALPARAÍSO;ISLA DE PASCUA;ISLA DE PASCUA;HANGA ROA;CAPITAL PROVINCIAL;CIUDAD;7163;3523;3640;2762;HANGA ROA;ORIGEN;1
5;5301;DE VALPARAÍSO;LOS ANDES;LOS ANDES;SAN RAFAEL;URBANO;PUEBLO;676;335;341;229;SAN RAFAEL;ORIGEN-SACAR;3
5;5301;DE VALPARAÍSO;LOS ANDES;LOS ANDES;LOS ANDES;CAPITAL PROVINCIAL;CIUDAD;59388;28700;30688;21869;LOS ANDES;ORIGEN;1
5;5302;DE VALPARAÍSO;LOS ANDES;CALLE LARGA;CALLE LARGA;CAPITAL COMUNAL;CIUDAD;9653;4667;4986;3570;CALLE LARGA;ORIGEN;1
5;5302;DE VALPARAÍSO;LOS ANDES;CALLE LARGA;LA CALDERA;URBANO;PUEBLO;1022;520;502;348;LA CALDERA;ORIGEN;1
5;5303;DE VALPARAÍSO;LOS ANDES;RINCONADA;RINCONADA;CAPITAL COMUNAL;CIUDAD;8036;4006;4030;2791;RINCONADA;ORIGEN;1
5;5304;DE VALPARAÍSO;LOS ANDES;SAN ESTEBAN;SAN ESTEBAN;CAPITAL COMUNAL;CIUDAD;10293;4901;5392;3661;SAN ESTEBAN;ORIGEN;1
5;5304;DE VALPARAÍSO;LOS ANDES;SAN ESTEBAN;EL HIGUERAL;URBANO;PUEBLO;1057;546;511;379;EL HIGUERAL;ORIGEN;1
5;5401;DE VALPARAÍSO;PETORCA;LA LIGUA;VALLE HERMOSO;URBANO;PUEBLO;3582;1773;1809;1422;VALLE HERMOSO;ORIGEN;1
5;5401;DE VALPARAÍSO;PETORCA;LA LIGUA;LA LIGUA;CAPITAL PROVINCIAL;CIUDAD;19127;9055;10072;7276;LA LIGUA;ORIGEN;1
5;5401;DE VALPARAÍSO;PETORCA;LA LIGUA;PLACILLA;URBANO;PUEBLO;1835;893;942;691;PLACILLA;ORIGEN;2
5;5401;DE VALPARAÍSO;PETORCA;LA LIGUA;EL CARMEN - LA HIGUERA;URBANO;PUEBLO;1199;631;568;416;EL CARMEN - LA HIGUERA;ORIGEN;1
5;5402;DE VALPARAÍSO;PETORCA;CABILDO;ARTIFICIO;URBANO;PUEBLO;1223;573;650;529;ARTIFICIO;ORIGEN;1
5;5402;DE VALPARAÍSO;PETORCA;CABILDO;CABILDO;CAPITAL COMUNAL;CIUDAD;10909;5178;5731;3760;CABILDO;ORIGEN;1
5;5403;DE VALPARAÍSO;PETORCA;PAPUDO;PULLALLI;URBANO;PUEBLO;1708;855;853;644;PULLALLI;ORIGEN;1
5;5403;DE VALPARAÍSO;PETORCA;PAPUDO;PAPUDO;CAPITAL COMUNAL;PUEBLO;3700;1864;1836;4747;PAPUDO;ORIGEN;1
5;5404;DE VALPARAÍSO;PETORCA;PETORCA;CHINCOLCO;URBANO;PUEBLO;1149;564;585;554;CHINCOLCO;ORIGEN;1
5;5404;DE VALPARAÍSO;PETORCA;PETORCA;PETORCA;CAPITAL COMUNAL;PUEBLO;2903;1434;1469;1230;PETORCA;ORIGEN;1
5;5405;DE VALPARAÍSO;PETORCA;ZAPALLAR;ZAPALLAR;CAPITAL COMUNAL;PUEBLO;1414;670;744;1378;ZAPALLAR;ORIGEN;1
5;5405;DE VALPARAÍSO;PETORCA;ZAPALLAR;CATAPILCO;URBANO;PUEBLO;2020;971;1049;717;CATAPILCO;ORIGEN;1
5;5405;DE VALPARAÍSO;PETORCA;ZAPALLAR;CACHAGUA;URBANO;PUEBLO;1040;541;499;1194;CACHAGUA;ORIGEN;1
5;5405;DE VALPARAÍSO;PETORCA;ZAPALLAR;LA LAGUNA DE ZAPALLAR;URBANO;PUEBLO;532;280;252;1870;LA LAGUNA DE ZAPALLAR;ORIGEN;1
5;5501;DE VALPARAÍSO;QUILLOTA;QUILLOTA;QUILLOTA;CAPITAL PROVINCIAL;CIUDAD;73261;34536;38725;27291;QUILLOTA;ORIGEN;1
5;5501;DE VALPARAÍSO;QUILLOTA;QUILLOTA;SAN PEDRO;URBANO;PUEBLO;4093;1980;2113;1255;SAN PEDRO;ORIGEN;1
5;5502;DE VALPARAÍSO;QUILLOTA;CALERA;LA CALERA;CAPITAL COMUNAL;CIUDAD;47072;22679;24393;16899;LA CALERA;ORIGEN;1
5;5502;DE VALPARAÍSO;QUILLOTA;CALERA;LAS CABRITAS;URBANO;PUEBLO;1497;735;762;499;LAS CABRITAS;ORIGEN;1
5;5503;DE VALPARAÍSO;QUILLOTA;HIJUELAS;HIJUELAS;CAPITAL COMUNAL;CIUDAD;9418;4616;4802;3234;HIJUELAS;ORIGEN;1
5;5503;DE VALPARAÍSO;QUILLOTA;HIJUELAS;RABUCO;URBANO;PUEBLO;2314;1181;1133;791;RABUCO;ORIGEN;1
5;5504;DE VALPARAÍSO;QUILLOTA;LA CRUZ;LA CRUZ;CAPITAL COMUNAL;CIUDAD;19408;9305;10103;7062;LA CRUZ;ORIGEN;1
5;5506;DE VALPARAÍSO;QUILLOTA;NOGALES;EL MELÓN;URBANO;CIUDAD;9808;4732;5076;3307;EL MELÓN;ORIGEN;1
5;5506;DE VALPARAÍSO;QUILLOTA;NOGALES;NOGALES;CAPITAL COMUNAL;CIUDAD;8889;4288;4601;2985;NOGALES;ORIGEN;1
5;5601;DE VALPARAÍSO;SAN ANTONIO;SAN ANTONIO;SAN ANTONIO;CAPITAL PROVINCIAL;CIUDAD;86239;41995;44244;29943;SAN ANTONIO;ORIGEN;1
5;5602;DE VALPARAÍSO;SAN ANTONIO;ALGARROBO;MIRASOL - EL YECO;URBANO;CIUDAD;1818;885;933;3915;MIRASOL - EL YECO;ORIGEN;1
5;5602;DE VALPARAÍSO;SAN ANTONIO;ALGARROBO;ALGARROBO;CAPITAL COMUNAL;CIUDAD;9062;4367;4695;12987;ALGARROBO;ORIGEN;1
5;5603;DE VALPARAÍSO;SAN ANTONIO;CARTAGENA;CARTAGENA;CAPITAL COMUNAL;CIUDAD;20792;10246;10546;14931;CARTAGENA;ORIGEN;1
5;5604;DE VALPARAÍSO;SAN ANTONIO;EL QUISCO;EL QUISCO;CAPITAL COMUNAL;CIUDAD;14769;7201;7568;17287;EL QUISCO;ORIGEN;1
5;5605;DE VALPARAÍSO;SAN ANTONIO;EL TABO;LAS CRUCES;URBANO;CIUDAD;5490;2710;2780;8062;LAS CRUCES;ORIGEN;1
5;5605;DE VALPARAÍSO;SAN ANTONIO;EL TABO;EL TABO;CAPITAL COMUNAL;CIUDAD;6982;3539;3443;11402;EL TABO;ORIGEN;1
5;5606;DE VALPARAÍSO;SAN ANTONIO;SANTO DOMINGO;SANTO DOMINGO;CAPITAL COMUNAL;CIUDAD;6147;2926;3221;4361;SANTO DOMINGO;ORIGEN;1
5;5701;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;SAN FELIPE;ALGARROBAL - PUNTA EL OLIVO;URBANO;PUEBLO;1517;783;734;532;ALGARROBAL - PUNTA EL OLIVO;ORIGEN;1
5;5701;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;SAN FELIPE;SAN FELIPE;CAPITAL PROVINCIAL;CIUDAD;64120;30770;33350;23202;SAN FELIPE;ORIGEN;1
5;5701;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;SAN FELIPE;CURIMÓN;URBANO;PUEBLO;2648;1278;1370;926;CURIMÓN;ORIGEN;1
5;5701;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;SAN FELIPE;SAN RAFAEL;URBANO;PUEBLO;968;519;449;369;SAN RAFAEL;ORIGEN-SACAR;3
5;5702;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;CATEMU;CATEMU;CAPITAL COMUNAL;CIUDAD;7772;3816;3956;2641;CATEMU;ORIGEN;1
5;5703;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;LLAILLAY;LLAILLAY;CAPITAL COMUNAL;CIUDAD;17934;8743;9191;6368;LLAILLAY;ORIGEN;1
5;5704;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;PANQUEHUE;PANQUEHUE;CAPITAL COMUNAL;PUEBLO;3806;1926;1880;1315;PANQUEHUE;ORIGEN;1
5;5705;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;PUTAENDO;PUTAENDO;CAPITAL COMUNAL;CIUDAD;6722;3278;3444;2459;PUTAENDO;ORIGEN;1
5;5706;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;SANTA MARÍA;SANTA MARÍA;CAPITAL COMUNAL;CIUDAD;7671;3714;3957;2724;SANTA MARÍA;ORIGEN;1
5;5706;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;SANTA MARÍA;VILLA LOS ALMENDROS;URBANO;CIUDAD;423;215;208;131;VILLA LOS ALMENDROS;ORIGEN;1
5;5706;DE VALPARAÍSO;SAN FELIPE DE ACONCAGUA;SANTA MARÍA;EL LLANO;URBANO;PUEBLO;1687;833;854;622;EL LLANO;ORIGEN;1
5;5801;DE VALPARAÍSO;MARGA MARGA;QUILPUÉ;QUILPUÉ;CAPITAL COMUNAL;CIUDAD;147991;69816;78175;54845;QUILPUÉ;ORIGEN;1
5;5802;DE VALPARAÍSO;MARGA MARGA;LIMACHE;LIMACHE;CAPITAL COMUNAL;CIUDAD;39002;18735;20267;13845;LIMACHE;ORIGEN;1
5;5803;DE VALPARAÍSO;MARGA MARGA;OLMUÉ;OLMUÉ;CAPITAL COMUNAL;CIUDAD;11996;5799;6197;5760;OLMUÉ;ORIGEN;1
5;5804;DE VALPARAÍSO;MARGA MARGA;VILLA ALEMANA;VILLA ALEMANA;CAPITAL COMUNAL;CIUDAD;125140;59009;66131;44401;VILLA ALEMANA;ORIGEN;1
6;6101;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;RANCAGUA;RANCAGUA;CAPITAL REGIONAL;CIUDAD;231370;111853;119517;87085;RANCAGUA;ORIGEN;1
6;6101;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;RANCAGUA;PUNTA DE CORTÉS;URBANO;PUEBLO;1110;556;554;348;PUNTA DE CORTÉS;ORIGEN;1
6;6101;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;RANCAGUA;VILLA SAN RAMÓN DOS;URBANO;PUEBLO;1183;575;608;361;VILLA SAN RAMÓN DOS;ORIGEN;1
6;6102;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;CODEGUA;CODEGUA;CAPITAL COMUNAL;CIUDAD;6659;3258;3401;2246;CODEGUA;ORIGEN;1
6;6102;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;CODEGUA;LA COMPAÑÍA;URBANO;PUEBLO;345;189;156;111;LA COMPAÑÍA;ORIGEN-SACAR;2
6;6103;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;COINCO;COINCO;CAPITAL COMUNAL;PUEBLO;3407;1695;1712;1236;COINCO;ORIGEN;1
6;6104;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;COLTAUCO;LORETO - MOLINO;URBANO;PUEBLO;4181;2071;2110;1389;LORETO - MOLINO;ORIGEN;1
6;6104;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;COLTAUCO;DOÑIHUE;URBANO;CIUDAD;48;21;27;25;DOÑIHUE;ORIGEN-SACAR;2
6;6104;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;COLTAUCO;COLTAUCO;CAPITAL COMUNAL;CIUDAD;5461;2636;2825;2134;COLTAUCO;ORIGEN;1
6;6104;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;COLTAUCO;RINCONADA DE PARRAL;URBANO;PUEBLO;1450;747;703;494;RINCONADA DE PARRAL;ORIGEN;1
6;6105;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;DOÑIHUE;LO MIRANDA;URBANO;CIUDAD;9000;4463;4537;3201;LO MIRANDA;ORIGEN;1
6;6105;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;DOÑIHUE;DOÑIHUE;CAPITAL COMUNAL;CIUDAD;7401;3593;3808;2723;DOÑIHUE;ORIGEN;2
6;6106;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;GRANEROS;GRANEROS;CAPITAL COMUNAL;CIUDAD;28679;14120;14559;9790;GRANEROS;ORIGEN;1
6;6106;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;GRANEROS;LA COMPAÑÍA;URBANO;PUEBLO;1084;546;538;366;LA COMPAÑÍA;ORIGEN;2
6;6107;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;LAS CABRAS;LAS CABRAS;CAPITAL COMUNAL;CIUDAD;7766;3803;3963;2730;LAS CABRAS;ORIGEN;1
6;6107;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;LAS CABRAS;EL MANZANO;URBANO;PUEBLO;1630;857;773;796;EL MANZANO;ORIGEN;2
6;6108;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;MACHALÍ;MACHALÍ;CAPITAL COMUNAL;CIUDAD;48667;23538;25129;18016;MACHALÍ;ORIGEN;1
6;6108;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;MACHALÍ;COYA;URBANO;PUEBLO;2532;1320;1212;1003;COYA;ORIGEN;1
6;6109;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;MALLOA;MALLOA;CAPITAL COMUNAL;PUEBLO;2473;1245;1228;892;MALLOA;ORIGEN;1
6;6109;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;MALLOA;PELEQUÉN;URBANO;PUEBLO;2981;1527;1454;970;PELEQUÉN;ORIGEN;1
6;6110;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;MOSTAZAL;SAN FRANCISCO DE MOSTAZAL;URBANO;CIUDAD;12719;6283;6436;4261;SAN FRANCISCO DE MOSTAZAL;ORIGEN;1
6;6110;DEL LIBERTADOR GENERAL BERNARDO O'HIGGINS;CACHAPOAL;MOSTAZAL;LA PUNTA;URBANO;CIUDAD;6990;3502;3488;2491;LA PUNTA;ORIGEN;1
